2025-03-13 10:30:11,619 INFO    StreamThr :46413 [internal.py:wandb_internal():86] W&B internal server running at pid: 46413, started at: 2025-03-13 10:30:11.617158
2025-03-13 10:30:11,621 DEBUG   HandlerThread:46413 [handler.py:handle_request():144] handle_request: status
2025-03-13 10:30:11,650 INFO    WriterThread:46413 [datastore.py:open_for_write():85] open: ./wandb/offline-run-20250313_103011-4pgirfpr/run-4pgirfpr.wandb
2025-03-13 10:30:11,804 DEBUG   HandlerThread:46413 [handler.py:handle_request():144] handle_request: run_start
2025-03-13 10:30:11,832 DEBUG   HandlerThread:46413 [system_info.py:__init__():31] System info init
2025-03-13 10:30:11,832 DEBUG   HandlerThread:46413 [system_info.py:__init__():46] System info init done
2025-03-13 10:30:11,832 INFO    HandlerThread:46413 [system_monitor.py:start():181] Starting system monitor
2025-03-13 10:30:11,832 INFO    SystemMonitor:46413 [system_monitor.py:_start():145] Starting system asset monitoring threads
2025-03-13 10:30:11,833 INFO    HandlerThread:46413 [system_monitor.py:probe():201] Collecting system info
2025-03-13 10:30:11,834 INFO    SystemMonitor:46413 [interfaces.py:start():190] Started cpu monitoring
2025-03-13 10:30:11,834 INFO    SystemMonitor:46413 [interfaces.py:start():190] Started disk monitoring
2025-03-13 10:30:11,836 INFO    SystemMonitor:46413 [interfaces.py:start():190] Started gpu monitoring
2025-03-13 10:30:11,837 INFO    SystemMonitor:46413 [interfaces.py:start():190] Started memory monitoring
2025-03-13 10:30:11,839 INFO    SystemMonitor:46413 [interfaces.py:start():190] Started network monitoring
2025-03-13 10:30:11,885 DEBUG   HandlerThread:46413 [system_info.py:probe():195] Probing system
2025-03-13 10:30:11,904 DEBUG   HandlerThread:46413 [system_info.py:_probe_git():180] Probing git
2025-03-13 10:30:11,961 DEBUG   HandlerThread:46413 [system_info.py:_probe_git():188] Probing git done
2025-03-13 10:30:11,961 DEBUG   HandlerThread:46413 [system_info.py:probe():240] Probing system done
